Temperature,Pressure,Methane_Ratio,Reactor_Length,Reactor_Diameter,Hydrogen_Yield,CO2_Emissions
622.4489796,17,3.612244898,10,0.963265306,9.919580077,0.005261639
959.1836735,16,2.795918367,4.306122449,0.889795918,29.19316423,0.002968511
846.9387755,40,1.326530612,8.530612245,0.595918367,2.469393858,0.005628916
979.5918367,4,2.795918367,5.224489796,0.246938776,98.2940051,0.000201667
857.1428571,26,1.326530612,7.06122449,0.779591837,4.644921552,0.004729524
795.9183673,37,4.836734694,8.714285714,0.485714286,8.954648383,0.004515897
683.6734694,50,4.428571429,1.551020408,0.357142857,29.28101504,0.005223881
826.5306122,24,4.183673469,8.530612245,0.963265306,12.66737257,0.005594074
857.1428571,36,3.448979592,4.306122449,0.779591837,14.30264049,0.006548571
704.0816327,25,4.591836735,8.897959184,0.669387755,10.90034638,0.004753623
591.8367347,14,1.816326531,1,0.57755102,57.5876123,0.002732414
632.6530612,42,3.93877551,4.489795918,0.669387755,9.910879936,0.008887742
887.755102,26,1.816326531,8.530612245,0.57755102,5.45248924,0.003382989
571.4285714,9,2.632653061,9.816326531,0.651020408,12.77101277,0.002050714
928.5714286,4,2.714285714,1.551020408,0.797959184,304.6875,0.000687473
938.7755102,13,2.632653061,5.408163265,0.651020408,26.36474038,0.001803043
826.5306122,21,3.285714286,5.224489796,0.797959184,18.56465242,0.004054815
775.5102041,5,1.081632653,8.346938776,0.246938776,15.0740981,0.000318421
816.3265306,6,1.244897959,5.959183673,0.926530612,21.31674588,0.001362
785.7142857,22,1.244897959,5.040816327,0.228571429,6.615095431,0.00128
561.2244898,25,3.040816327,8.346938776,0.706122449,6.133675964,0.006290909
948.9795918,47,4.428571429,5.040816327,0.210204082,13.3040252,0.002082151
551.0204082,27,4.346938776,5.775510204,0.485714286,11.52015577,0.00476
948.9795918,12,4.673469388,7.979591837,0.669387755,34.73726447,0.001692903
867.3469388,18,4.346938776,9.632653061,0.944897959,16.30869509,0.003921882
744.8979592,50,2.142857143,3.755102041,0.926530612,6.376164596,0.012438356
989.7959184,38,4.020408163,9.632653061,0.52244898,8.153565284,0.004011546
938.7755102,44,1,3.571428571,0.724489796,4.480519481,0.006791304
948.9795918,33,2.632653061,9.816326531,0.283673469,5.784273641,0.001972903
846.9387755,22,1.653061224,1.183673469,0.357142857,40.32251615,0.001855422
500,2,5,1.183673469,0.926530612,792.0258621,0.000741224
887.755102,8,3.448979592,3.387755102,0.742857143,84.73114396,0.001338851
704.0816327,21,2.551020408,9.265306122,0.76122449,6.923395538,0.00454087
846.9387755,41,3.775510204,4.12244898,0.559183673,14.18893445,0.005413976
734.6938776,35,2.142857143,9.448979592,0.412244898,3.570326619,0.003927778
897.9591837,10,3.857142857,7.244897959,0.320408163,35.85513078,0.000713636
887.755102,8,4.510204082,8.530612245,0.136734694,44.00281345,0.000246437
642.8571429,43,2.87755102,8.530612245,0.448979592,3.782248963,0.006006349
887.755102,24,1.081632653,4.306122449,0.706122449,6.968456814,0.003817931
846.9387755,45,4.020408163,3.571428571,0.706122449,15.89018465,0.007503614
908.1632653,35,1.816326531,1.183673469,0.816326531,29.8620187,0.006292135
908.1632653,9,3.204081633,9.816326531,0.871428571,24.70229256,0.001727191
714.2857143,5,2.714285714,6.510204082,0.724489796,44.67084639,0.001014286
989.7959184,4,2.142857143,3.93877551,0.632653061,100.9668764,0.00051134
663.2653061,37,4.755102041,1,0.871428571,63.93028806,0.009722462
908.1632653,2,3.204081633,8.163265306,0.595918367,133.6702806,0.000262472
653.0612245,6,1.816326531,2.653061224,0.706122449,55.88697017,0.0012975
806.122449,9,2.224489796,2.102040816,0.706122449,71.09008652,0.001576709
520.4081633,36,4.102040816,4.857142857,0.687755102,9.156341108,0.009515294
602.0408163,46,3.204081633,3.93877551,0.467346939,7.984940991,0.007141695
765.3061224,42,3.204081633,5.959183673,0.430612245,7.347912257,0.0047264
969.3877551,27,3.857142857,1.918367347,0.853061224,54.14133739,0.004752
724.4897959,45,3.040816327,2.653061224,0.448979592,13.83961277,0.005577465
704.0816327,37,3.040816327,7.244897959,1,5.990188234,0.010510145
500,7,2.632653061,9.632653061,0.228571429,14.64134383,0.00064
948.9795918,32,1.734693878,5.959183673,0.651020408,6.474470139,0.004390538
663.2653061,4,1.979591837,9.265306122,0.687755102,26.57078801,0.000829538
897.9591837,28,2.632653061,3.571428571,0.687755102,17.73011245,0.004289091
704.0816327,47,2.06122449,3.755102041,0.191836735,6.167227529,0.002561159
744.8979592,37,2.551020408,8.346938776,0.944897959,4.61469528,0.009386849
642.8571429,49,4.102040816,10,0.559183673,4.036264652,0.008524444
530.6122449,48,3.12244898,8.714285714,0.448979592,2.970714047,0.008123077
969.3877551,8,1.163265306,6.510204082,0.228571429,16.23876431,0.000377263
918.3673469,1,4.020408163,3.204081633,0.357142857,864.2597166,7.78E-05
1000,37,3.530612245,8.163265306,0.559183673,8.766891892,0.004137959
500,26,2.06122449,1.551020408,0.485714286,19.16751012,0.005051429
969.3877551,22,4.346938776,2.836734694,0.467346939,50.64084169,0.002121263
989.7959184,47,3.448979592,5.959183673,0.467346939,9.141404303,0.004438351
744.8979592,30,4.918367347,7.06122449,0.853061224,12.97112776,0.006871233
979.5918367,2,3.285714286,9.448979592,0.724489796,127.7383524,0.000295833
806.122449,17,2.632653061,1.367346939,0.155102041,68.47440469,0.000654177
959.1836735,7,3.204081633,3.020408163,0.155102041,109.0191868,0.000226383
918.3673469,32,4.918367347,8.530612245,0.320408163,12.40990565,0.002232889
693.877551,44,1.163265306,3.204081633,0.706122449,4.294045354,0.008955294
887.755102,41,1.244897959,5.224489796,0.853061224,3.869549916,0.00787954
581.6326531,5,1.081632653,4.12244898,0.448979592,22.89098808,0.00077193
673.4693878,23,4.428571429,9.632653061,0.632653061,10.09645752,0.004321212
816.3265306,26,2.06122449,4.489795918,0.779591837,10.81061795,0.004966
908.1632653,47,3.204081633,9.632653061,0.981632653,4.820421227,0.010160449
561.2244898,29,2.142857143,4.306122449,0.136734694,7.222818855,0.001413091
653.0612245,30,1.897959184,4.306122449,0.191836735,7.196053777,0.0017625
744.8979592,26,1.244897959,4.489795918,0.981632653,5.957881404,0.006852603
500,32,4.183673469,5.408163265,0.357142857,9.065448113,0.004571429
500,3,4.755102041,6.87755102,0.651020408,86.42433234,0.000781224
959.1836735,35,2.959183673,3.93877551,0.393877551,15.44207616,0.002874468
887.755102,47,4.591836735,4.306122449,0.430612245,15.10624922,0.00455954
795.9183673,48,4.918367347,9.448979592,0.889795918,6.473283158,0.010732308
816.3265306,34,4.836734694,6.693877551,0.33877551,13.01130208,0.002822
591.8367347,40,2.142857143,3.204081633,0.76122449,7.421519563,0.010289655
744.8979592,39,2.632653061,4.12244898,1,9.148118501,0.010471233
969.3877551,37,4.836734694,1.551020408,0.779591837,61.27619967,0.005951158
642.8571429,47,1.408163265,4.673469388,0.926530612,3.090946497,0.013547937
928.5714286,40,3.693877551,3.020408163,0.963265306,21.29283301,0.008298901
663.2653061,25,1.734693878,4.857142857,0.1,7.106413994,0.000753846
846.9387755,44,1.979591837,7.244897959,0.246938776,3.944609214,0.002565783
744.8979592,50,4.428571429,6.142857143,0.246938776,8.055291884,0.003315068
724.4897959,4,4.346938776,4.857142857,0.302040816,121.5727362,0.000333521
836.7346939,47,2.224489796,6.326530612,0.614285714,4.694788004,0.006900976
683.6734694,37,5,3.571428571,0.724489796,19.4015444,0.007841791
785.7142857,14,3.12244898,3.755102041,0.118367347,35.00027728,0.000421818
663.2653061,33,1.653061224,8.346938776,0.191836735,2.98535729,0.001908923
520.4081633,47,1.081632653,3.387755102,0.283673469,2.651400217,0.005123922
806.122449,33,2.87755102,8.530612245,0.687755102,6.180038349,0.005630886
571.4285714,36,1.816326531,3.93877551,1,5.489760671,0.0126
663.2653061,9,3.285714286,8.897959184,0.853061224,20.41011359,0.002315077
704.0816327,31,2.469387755,2.836734694,0.614285714,14.82836114,0.005409275
520.4081633,18,5,8.530612245,0.52244898,12.70933014,0.003614118
591.8367347,32,1.897959184,7.795918367,0.963265306,3.377013436,0.010416552
775.5102041,5,4.673469388,3.020408163,0.981632653,179.9917264,0.001265789
826.5306122,3,5,3.571428571,0.448979592,289.2857143,0.000325926
969.3877551,46,4.755102041,7.612244898,0.136734694,9.8729753,0.001297684
867.3469388,23,3.204081633,4.673469388,0.908163265,19.39056428,0.004816471
591.8367347,6,4.428571429,3.571428571,0.540816327,91.73469388,0.001096552
653.0612245,6,3.040816327,1.367346939,0.467346939,181.5412732,0.00085875
877.5510204,21,4.510204082,2.102040816,0.669387755,67.24645475,0.003203721
897.9591837,5,3.93877551,8.897959184,0.246938776,59.62366598,0.000275
775.5102041,2,1.979591837,7.06122449,0.797959184,81.52943258,0.000411579
683.6734694,35,3.367346939,7.428571429,0.724489796,6.640862782,0.00741791
836.7346939,9,1.163265306,7.612244898,0.724489796,10.65546862,0.001558537
816.3265306,24,2.06122449,9.816326531,0.412244898,5.356612499,0.002424
969.3877551,42,1.897959184,1,0.210204082,32.85461415,0.001821474
908.1632653,15,1,5.775510204,0.908163265,7.862190813,0.003
551.0204082,27,4.183673469,7.428571429,0.595918367,8.620206324,0.00584
897.9591837,14,2.959183673,3.93877551,0.485714286,36.14102932,0.001514545
785.7142857,44,3.448979592,8.714285714,0.614285714,5.300685848,0.00688
612.244898,7,3.612244898,9.081632653,0.632653061,26.09165657,0.001446667
928.5714286,21,4.918367347,4.673469388,0.963265306,34.90107834,0.004356923
959.1836735,48,1.489795918,3.755102041,0.430612245,5.946026508,0.004309787
877.5510204,49,4.755102041,7.244897959,0.981632653,8.815868975,0.010962326
959.1836735,33,2.632653061,4.489795918,0.926530612,12.7825097,0.006375319
642.8571429,47,1,3.020408163,0.155102041,3.396348476,0.002267937
622.4489796,20,1.571428571,7.979591837,0.853061224,4.596729996,0.005481967
918.3673469,19,2.632653061,5.591836735,0.559183673,17.06723796,0.002313778
836.7346939,48,4.591836735,1,0.155102041,60.03357976,0.001779512
591.8367347,22,2.551020408,7.612244898,0.76122449,6.761478659,0.00565931
969.3877551,20,1.081632653,6.510204082,0.687755102,6.039680763,0.002837895
836.7346939,25,4.020408163,3.755102041,0.448979592,26.87555457,0.002682927
908.1632653,30,3.857142857,6.326530612,0.504081633,13.8421659,0.003330337
836.7346939,50,1,5.224489796,0.430612245,2.40234375,0.005146341
530.6122449,12,1.163265306,5.408163265,0.155102041,7.133230651,0.000701538
897.9591837,18,3.612244898,6.142857143,0.430612245,22.00149163,0.001726364
867.3469388,6,4.591836735,2.653061224,0.871428571,187.6471743,0.001205647
785.7142857,43,4.918367347,4.306122449,0.320408163,15.6528003,0.003507013
846.9387755,21,3.367346939,2.285714286,0.742857143,44.56151083,0.003683855
714.2857143,47,4.918367347,7.244897959,0.540816327,7.737916863,0.007117143
612.244898,1,3.612244898,1.183673469,0.834693878,1401.3019,0.000272667
908.1632653,21,3.612244898,4.673469388,0.320408163,25.06938521,0.001481798
704.0816327,28,3.775510204,4.489795918,0.724489796,15.85898158,0.005762319
693.877551,4,4.346938776,1.183673469,0.981632653,477.7885292,0.001131765
663.2653061,47,4.265306122,7.244897959,0.136734694,6.231155933,0.001937846
704.0816327,32,2.87755102,8.346938776,0.485714286,5.688923644,0.004415072
693.877551,31,1,1.918367347,0.57755102,8.750857927,0.005160588
928.5714286,45,3.12244898,10,0.779591837,4.832361516,0.007556044
989.7959184,29,2.87755102,5.591836735,0.191836735,13.17278107,0.001124124
714.2857143,42,3.285714286,10,0.614285714,4.190962099,0.007224
540.8163265,12,4.673469388,9.632653061,0.651020408,16.39922388,0.002889057
551.0204082,29,4.918367347,4.857142857,0.871428571,14.4301563,0.009172593
632.6530612,38,3.612244898,9.448979592,0.632653061,4.773484931,0.0076
877.5510204,45,3.530612245,7.06122449,0.448979592,7.31292517,0.004604651
734.6938776,35,1.979591837,7.428571429,0.430612245,4.195367315,0.004102778
500,20,2.306122449,6.693877551,0.393877551,6.459603659,0.00315102
785.7142857,18,1.816326531,6.142857143,0.632653061,9.680034805,0.002898701
857.1428571,13,1.979591837,9.816326531,0.1,9.972356126,0.000303333
693.877551,12,1.326530612,5.224489796,0.191836735,11.01124043,0.000663529
846.9387755,27,1.163265306,9.448979592,0.485714286,2.896298908,0.003096867
663.2653061,50,3.285714286,2.653061224,0.302040816,12.32142857,0.004553846
612.244898,23,2.142857143,1.918367347,0.210204082,22.3007797,0.001579333
510.2040816,44,4.265306122,5.408163265,0.1,6.858875626,0.0017248
1000,2,3.040816327,5.408163265,0.33877551,210.8490566,0.00013551
1000,27,1.408163265,3.204081633,0.889795918,12.20806794,0.004804898
714.2857143,18,2.632653061,7.612244898,0.57755102,10.29299119,0.002910857
530.6122449,26,3.775510204,1.367346939,0.357142857,42.26317393,0.0035
724.4897959,48,3.530612245,9.816326531,0.595918367,4.071489563,0.007896338
714.2857143,7,1.653061224,7.979591837,0.816326531,15.85416775,0.0016
540.8163265,48,3.775510204,1.551020408,0.52244898,20.56969992,0.009273962
969.3877551,20,2.795918367,2.285714286,0.614285714,44.46633564,0.002534737
806.122449,35,3.612244898,3.93877551,0.706122449,15.84200668,0.006131646
765.3061224,8,2.959183673,7.979591837,0.889795918,26.60711024,0.001860267
744.8979592,24,2.06122449,7.979591837,0.816326531,6.013003027,0.005260274
704.0816327,20,1.897959184,5.591836735,0.981632653,8.96162297,0.005576812
520.4081633,17,1.816326531,2.469387755,0.944897959,16.88733345,0.006173333
500,44,3.612244898,1.551020408,0.33877551,19.84898325,0.005962449
622.4489796,17,1.979591837,6.87755102,0.375510204,7.904200256,0.002051148
897.9591837,27,1.326530612,6.142857143,0.302040816,5.386429212,0.001816364
938.7755102,38,2.632653061,7.612244898,0.76122449,6.407967448,0.006162609
510.2040816,19,1.163265306,10,0.302040816,2.342773844,0.0022496
918.3673469,17,3.857142857,9.632653061,0.467346939,16.22365048,0.001730222
836.7346939,24,2.306122449,1.367346939,0.540816327,44.10028937,0.003102439
938.7755102,18,2.387755102,3.93877551,0.191836735,23.71259385,0.000735652
622.4489796,48,2.714285714,10,0.889795918,2.639850583,0.013723279
908.1632653,6,3.612244898,1.367346939,0.265306122,299.8971977,0.000350562
1000,6,1.571428571,7.244897959,0.651020408,27.11267606,0.000781224
908.1632653,41,3.285714286,7.244897959,0.926530612,7.534229769,0.008365843
959.1836735,15,4.346938776,6.87755102,0.706122449,30.31248108,0.002208511
887.755102,46,1.163265306,8.346938776,0.357142857,2.017196269,0.003701149
683.6734694,44,2.714285714,3.204081633,0.797959184,9.872094466,0.010271045
693.877551,10,2.959183673,8.163265306,0.889795918,18.86479592,0.002564706
969.3877551,6,3.204081633,4.489795918,0.412244898,86.47379406,0.000510316
1000,5,3.204081633,10,0.632653061,48.06122449,0.000632653
775.5102041,23,5,6.693877551,0.246938776,18.88918346,0.001464737
877.5510204,31,4.020408163,8.530612245,0.889795918,10.00603205,0.006286512
540.8163265,37,2.87755102,7.795918367,0.963265306,4.046365256,0.013180377
1000,17,2.06122449,9.265306122,0.173469388,9.814718839,0.000589796
795.9183673,49,4.918367347,2.653061224,0.651020408,22.58433986,0.008015897
857.1428571,20,2.959183673,5.591836735,0.283673469,17.00990615,0.00132381
663.2653061,23,4.918367347,9.816326531,0.485714286,10.83659081,0.003368615
877.5510204,21,2.387755102,2.102040816,0.871428571,35.60106428,0.004170698
510.2040816,46,1.979591837,10,0.155102041,1.64673234,0.0027968
877.5510204,18,3.857142857,5.224489796,0.57755102,26.99497768,0.002369302
836.7346939,33,1.163265306,7.795918367,0.33877551,2.837570059,0.002672195
612.244898,19,2.306122449,4.489795918,1,12.41333854,0.006206667
734.6938776,3,1.816326531,2.102040816,0.412244898,158.7081435,0.000336667
897.9591837,20,2.387755102,6.510204082,0.853061224,12.35045742,0.0038
663.2653061,14,1.653061224,9.081632653,0.889795918,6.467635208,0.003756308
530.6122449,44,3.693877551,6.87755102,0.651020408,4.857742935,0.010796923
785.7142857,20,5,8.714285714,0.320408163,16.9057377,0.001631169
877.5510204,3,5,4.12244898,0.357142857,266.0891089,0.000244186
959.1836735,1,1.571428571,6.510204082,0.155102041,173.6453202,3.23E-05
979.5918367,36,4.510204082,1.367346939,0.191836735,67.31647883,0.00141
500,8,2.795918367,9.632653061,0.632653061,13.60566737,0.00202449
663.2653061,12,1.081632653,2.285714286,0.57755102,19.61666363,0.002089846
775.5102041,8,3.285714286,8.714285714,0.191836735,27.41301439,0.000395789
979.5918367,28,2.224489796,5.775510204,0.981632653,10.10621311,0.005611667
836.7346939,49,2.306122449,1.734693878,0.485714286,17.02599407,0.00568878
897.9591837,5,4.510204082,1,0.816326531,607.4968763,0.000909091
836.7346939,29,1,6.326530612,0.283673469,3.420467186,0.001966341
897.9591837,50,1.489795918,9.265306122,0.320408163,2.165782613,0.003568182
704.0816327,31,2.387755102,6.87755102,0.1,5.913962215,0.00088058
724.4897959,19,2.06122449,5.959183673,0.210204082,9.891871312,0.001102535
612.244898,5,2.306122449,7.979591837,0.724489796,26.5410512,0.001183333
877.5510204,7,4.755102041,1.734693878,0.981632653,257.7345224,0.001566047
775.5102041,16,3.693877551,8.163265306,0.632653061,16.44929847,0.002610526
948.9795918,2,4.102040816,6.142857143,0.485714286,237.6389925,0.000204731
867.3469388,22,1.979591837,4.857142857,0.448979592,12.05108667,0.002277647
897.9591837,16,3.857142857,5.775510204,0.742857143,28.11080262,0.002647273
948.9795918,20,1,1,0.834693878,35.58673469,0.00351828
612.244898,44,3.612244898,9.632653061,0.1,3.913497217,0.001437333
867.3469388,27,1.979591837,2.653061224,1,17.97706262,0.006225882
551.0204082,40,1.816326531,6.693877551,0.210204082,2.803400324,0.003051852
795.9183673,20,1.571428571,1.367346939,0.834693878,34.30170576,0.004194872
979.5918367,15,1.979591837,5.959183673,0.595918367,16.27061784,0.001825
908.1632653,23,2.306122449,5.408163265,0.797959184,12.62786493,0.004041798
846.9387755,8,2.714285714,1.183673469,0.467346939,182.0735837,0.000882892
765.3061224,50,3.448979592,8.346938776,0.559183673,4.743401028,0.007306667
897.9591837,9,1.244897959,7.06122449,1,13.19256026,0.002004545
785.7142857,18,2.795918367,1.551020408,0.797959184,59.01472431,0.003656104
857.1428571,14,3.857142857,3.93877551,0.871428571,44.96669134,0.002846667
642.8571429,18,2.959183673,4.12244898,0.797959184,19.22736917,0.004468571
867.3469388,25,4.020408163,6.510204082,0.375510204,16.06902949,0.002164706
561.2244898,27,3.857142857,7.795918367,0.485714286,7.7131638,0.004673455
530.6122449,28,1.163265306,1.183673469,0.283673469,13.96777923,0.002993846
632.6530612,10,3.857142857,9.081632653,0.430612245,20.15248796,0.00136129
918.3673469,25,4.591836735,4.12244898,0.210204082,30.68801778,0.001144444
795.9183673,12,3.857142857,3.571428571,0.393877551,53.7244898,0.001187692
795.9183673,50,1.326530612,8.346938776,0.302040816,1.897360411,0.003794872
908.1632653,2,4.346938776,7.979591837,0.320408163,185.5231223,0.000141124
1000,24,4.918367347,8.897959184,0.430612245,17.27350917,0.002066939
948.9795918,22,2.632653061,5.959183673,0.467346939,14.29230627,0.002166882
887.755102,8,4.673469388,6.142857143,0.412244898,63.31891145,0.000742989
846.9387755,36,3.448979592,8.714285714,0.57755102,6.98344326,0.00490988
867.3469388,40,1.653061224,2.285714286,0.1,11.76145681,0.000922353
989.7959184,50,3.367346939,8.530612245,0.448979592,5.860633727,0.004536082
683.6734694,33,2.387755102,3.571428571,0.834693878,10.38828518,0.00805791
969.3877551,50,3.285714286,1.918367347,0.210204082,24.9050152,0.002168421
642.8571429,38,2.959183673,8.530612245,0.357142857,4.40132928,0.004222222
744.8979592,6,2.551020408,5.959183673,0.981632653,39.85969388,0.00158137
551.0204082,2,2.387755102,8.163265306,0.228571429,60.44005102,0.000165926
